1,3,0,0,100,219
1,3,0,1,100,276
1,3,2,0,100,317
1,3,2,1,100,323
1,3,5,0,100,304
1,3,5,1,100,307
2,3,0,0,100,358
2,3,0,1,100,271
2,3,2,0,100,383
2,3,2,1,100,379
2,3,5,0,100,275
2,3,5,1,100,396
3,3,0,0,100,437
3,3,0,1,100,429
3,3,2,0,100,456
3,3,2,1,100,607
3,3,5,0,100,321
3,3,5,1,100,429
1,3,0,0,100,337
1,3,0,1,100,319
1,3,2,0,100,365
1,3,2,1,100,317
1,3,5,0,100,308
1,3,5,1,100,329
2,3,0,0,100,337
2,3,0,1,100,371
2,3,2,0,100,418
2,3,2,1,100,409
2,3,5,0,100,327
2,3,5,1,100,369
3,3,0,0,100,486
3,3,0,1,100,410
3,3,2,0,100,393
3,3,2,1,100,450
3,3,5,0,100,402
3,3,5,1,100,337
1,3,0,0,100,320
1,3,0,1,100,324
1,3,2,0,100,336
1,3,2,1,100,277
1,3,5,0,100,290
1,3,5,1,100,353
2,3,0,0,100,332
2,3,0,1,100,384
2,3,2,0,100,313
2,3,2,1,100,342
2,3,5,0,100,355
2,3,5,1,100,342
3,3,0,0,100,399
3,3,0,1,100,465
3,3,2,0,100,401
3,3,2,1,100,407
3,3,5,0,100,594
3,3,5,1,100,411
1,3,0,0,100,273
1,3,0,1,100,345
1,3,2,0,100,319
1,3,2,1,100,354
1,3,5,0,100,269
1,3,5,1,100,348
2,3,0,0,100,372
2,3,0,1,100,360
2,3,2,0,100,375
2,3,2,1,100,388
2,3,5,0,100,383
2,3,5,1,100,312
3,3,0,0,100,616
3,3,0,1,100,463
3,3,2,0,100,414
3,3,2,1,100,395
3,3,5,0,100,344
3,3,5,1,100,370
1,3,0,0,100,338
1,3,0,1,100,317
1,3,2,0,100,281
1,3,2,1,100,326
1,3,5,0,100,325
1,3,5,1,100,346
2,3,0,0,100,327
2,3,0,1,100,420
2,3,2,0,100,405
2,3,2,1,100,402
2,3,5,0,100,348
2,3,5,1,100,373
3,3,0,0,100,342
3,3,0,1,100,394
3,3,2,0,100,395
3,3,2,1,100,478
3,3,5,0,100,426
3,3,5,1,100,493
1,3,0,0,500,48
1,3,0,1,500,75
1,3,2,0,500,87
1,3,2,1,500,71
1,3,5,0,500,56
1,3,5,1,500,68
2,3,0,0,500,75
2,3,0,1,500,83
2,3,2,0,500,99
2,3,2,1,500,99
2,3,5,0,500,88
2,3,5,1,500,74
3,3,0,0,500,104
3,3,0,1,500,114
3,3,2,0,500,103
3,3,2,1,500,88
3,3,5,0,500,82
3,3,5,1,500,102
1,3,0,0,500,63
1,3,0,1,500,76
1,3,2,0,500,62
1,3,2,1,500,72
1,3,5,0,500,70
1,3,5,1,500,68
2,3,0,0,500,97
2,3,0,1,500,88
2,3,2,0,500,88
2,3,2,1,500,72
2,3,5,0,500,90
2,3,5,1,500,86
3,3,0,0,500,117
3,3,0,1,500,100
3,3,2,0,500,93
3,3,2,1,500,97
3,3,5,0,500,107
3,3,5,1,500,109
1,3,0,0,500,65
1,3,0,1,500,77
1,3,2,0,500,59
1,3,2,1,500,76
1,3,5,0,500,61
1,3,5,1,500,70
