2,3,0,0,500,68
2,3,0,1,500,89
2,3,2,0,500,90
2,3,2,1,500,65
2,3,5,0,500,83
2,3,5,1,500,92
3,3,0,0,500,74
3,3,0,1,500,94
3,3,2,0,500,114
3,3,2,1,500,118
3,3,5,0,500,91
3,3,5,1,500,83
1,3,0,0,500,71
1,3,0,1,500,74
1,3,2,0,500,85
1,3,2,1,500,65
1,3,5,0,500,66
1,3,5,1,500,68
2,3,0,0,500,88
2,3,0,1,500,81
2,3,2,0,500,73
2,3,2,1,500,72
2,3,5,0,500,96
2,3,5,1,500,77
3,3,0,0,500,126
3,3,0,1,500,100
3,3,2,0,500,101
3,3,2,1,500,97
3,3,5,0,500,99
3,3,5,1,500,94
1,3,0,0,500,67
1,3,0,1,500,66
1,3,2,0,500,63
1,3,2,1,500,70
1,3,5,0,500,67
1,3,5,1,500,66
2,3,0,0,500,88
2,3,0,1,500,99
2,3,2,0,500,88
2,3,2,1,500,72
2,3,5,0,500,93
2,3,5,1,500,84
3,3,0,0,500,103
3,3,0,1,500,100
3,3,2,0,500,108
3,3,2,1,500,101
3,3,5,0,500,103
3,3,5,1,500,74
1,3,0,0,1000,22
1,3,0,1,1000,28
1,3,2,0,1000,46
1,3,2,1,1000,37
1,3,5,0,1000,26
1,3,5,1,1000,32
2,3,0,0,1000,43
2,3,0,1,1000,34
2,3,2,0,1000,47
2,3,2,1,1000,35
2,3,5,0,1000,36
2,3,5,1,1000,45
3,3,0,0,1000,45
3,3,0,1,1000,54
3,3,2,0,1000,55
3,3,2,1,1000,49
3,3,5,0,1000,56
3,3,5,1,1000,46
1,3,0,0,1000,32
1,3,0,1,1000,31
1,3,2,0,1000,29
1,3,2,1,1000,38
1,3,5,0,1000,35
1,3,5,1,1000,34
2,3,0,0,1000,34
2,3,0,1,1000,48
2,3,2,0,1000,45
2,3,2,1,1000,39
2,3,5,0,1000,38
2,3,5,1,1000,40
3,3,0,0,1000,61
3,3,0,1,1000,43
3,3,2,0,1000,57
3,3,2,1,1000,43
3,3,5,0,1000,40
3,3,5,1,1000,52
1,3,0,0,1000,40
1,3,0,1,1000,37
1,3,2,0,1000,36
1,3,2,1,1000,38
1,3,5,0,1000,33
1,3,5,1,1000,38
2,3,0,0,1000,50
2,3,0,1,1000,51
2,3,2,0,1000,53
2,3,2,1,1000,57
2,3,5,0,1000,37
2,3,5,1,1000,43
3,3,0,0,1000,48
3,3,0,1,1000,49
3,3,2,0,1000,48
3,3,2,1,1000,40
3,3,5,0,1000,51
3,3,5,1,1000,53
1,3,0,0,1000,32
1,3,0,1,1000,34
1,3,2,0,1000,34
1,3,2,1,1000,32
1,3,5,0,1000,34
1,3,5,1,1000,29
2,3,0,0,1000,38
2,3,0,1,1000,45
2,3,2,0,1000,36
2,3,2,1,1000,41
2,3,5,0,1000,34
2,3,5,1,1000,41
3,3,0,0,1000,52
3,3,0,1,1000,46
3,3,2,0,1000,49
3,3,2,1,1000,46
3,3,5,0,1000,46
3,3,5,1,1000,46
1,3,0,0,1000,31
1,3,0,1,1000,34
1,3,2,0,1000,35
1,3,2,1,1000,32
1,3,5,0,1000,31
1,3,5,1,1000,32
2,3,0,0,1000,38
2,3,0,1,1000,48
2,3,2,0,1000,34
2,3,2,1,1000,41
2,3,5,0,1000,43
2,3,5,1,1000,46
3,3,0,0,1000,46
3,3,0,1,1000,51
3,3,2,0,1000,66
3,3,2,1,1000,47
3,3,5,0,1000,40
3,3,5,1,1000,41
