1,3,0,0,10,174
1,3,0,1,10,214
2,3,0,0,10,225
2,3,0,1,10,225
3,3,0,0,10,184
3,3,0,1,10,183
1,3,0,0,10,184
1,3,0,1,10,187
2,3,0,0,10,239
2,3,0,1,10,233
3,3,0,0,10,225
3,3,0,1,10,164
1,3,0,0,10,203
1,3,0,1,10,206
2,3,0,0,10,209
2,3,0,1,10,214
3,3,0,0,10,173
3,3,0,1,10,198
1,3,0,0,10,187
1,3,0,1,10,203
2,3,0,0,10,206
2,3,0,1,10,214
3,3,0,0,10,171
3,3,0,1,10,157
1,3,0,0,10,211
1,3,0,1,10,192
2,3,0,0,10,191
2,3,0,1,10,225
3,3,0,0,10,171
3,3,0,1,10,175
