1,3,2,0,50,178
1,3,2,1,50,173
1,3,2,0,100,172
1,3,2,1,100,172
1,3,5,0,10,184
1,3,5,1,10,188
1,3,5,0,50,164
1,3,5,1,50,170
1,3,5,0,100,172
1,3,5,1,100,176
2,3,0,0,10,214
2,3,0,1,10,195
2,3,0,0,50,173
2,3,0,1,50,180
2,3,0,0,100,173
2,3,0,1,100,197
2,3,2,0,10,202
2,3,2,1,10,233
2,3,2,0,50,193
2,3,2,1,50,185
2,3,2,0,100,193
2,3,2,1,100,176
2,3,5,0,10,224
2,3,5,1,10,225
2,3,5,0,50,175
2,3,5,1,50,180
2,3,5,0,100,172
2,3,5,1,100,173
3,3,0,0,10,180
3,3,0,1,10,164
3,3,0,0,50,174
3,3,0,1,50,172
3,3,0,0,100,170
3,3,0,1,100,170
3,3,2,0,10,184
3,3,2,1,10,165
3,3,2,0,50,151
3,3,2,1,50,173
3,3,2,0,100,169
3,3,2,1,100,170
3,3,5,0,10,171
3,3,5,1,10,173
3,3,5,0,50,172
3,3,5,1,50,178
3,3,5,0,100,169
3,3,5,1,100,170
1,3,0,0,10,203
1,3,0,1,10,203
1,3,0,0,50,178
1,3,0,1,50,177
1,3,0,0,100,172
1,3,0,1,100,172
1,3,2,0,10,203
1,3,2,1,10,207
1,3,2,0,50,172
1,3,2,1,50,146
1,3,2,0,100,172
1,3,2,1,100,172
1,3,5,0,10,203
1,3,5,1,10,202
1,3,5,0,50,173
1,3,5,1,50,178
1,3,5,0,100,172
1,3,5,1,100,172
2,3,0,0,10,189
2,3,0,1,10,187
2,3,0,0,50,180
2,3,0,1,50,172
2,3,0,0,100,172
2,3,0,1,100,173
2,3,2,0,10,186
2,3,2,1,10,224
2,3,2,0,50,179
2,3,2,1,50,179
2,3,2,0,100,173
2,3,2,1,100,174
2,3,5,0,10,224
2,3,5,1,10,186
2,3,5,0,50,179
2,3,5,1,50,176
2,3,5,0,100,172
2,3,5,1,100,177
3,3,0,0,10,181
3,3,0,1,10,199
3,3,0,0,50,172
3,3,0,1,50,170
3,3,0,0,100,156
3,3,0,1,100,173
3,3,2,0,10,183
3,3,2,1,10,194
3,3,2,0,50,174
3,3,2,1,50,170
3,3,2,0,100,169
3,3,2,1,100,170
3,3,5,0,10,179
3,3,5,1,10,185
3,3,5,0,50,173
3,3,5,1,50,175
3,3,5,0,100,155
3,3,5,1,100,156
1,3,0,0,10,213
1,3,0,1,10,202
1,3,0,0,50,164
1,3,0,1,50,177
1,3,0,0,100,173
1,3,0,1,100,171
1,3,2,0,10,203
1,3,2,1,10,202
1,3,2,0,50,175
1,3,2,1,50,151
1,3,2,0,100,170
1,3,2,1,100,171
1,3,5,0,10,202
1,3,5,1,10,191
1,3,5,0,50,173
1,3,5,1,50,142
1,3,5,0,100,170
1,3,5,1,100,171
2,3,0,0,10,194
2,3,0,1,10,224
2,3,0,0,50,174
2,3,0,1,50,176
2,3,0,0,100,175
2,3,0,1,100,171
2,3,2,0,10,224
2,3,2,1,10,231
2,3,2,0,50,172
2,3,2,1,50,157
2,3,2,0,100,172
2,3,2,1,100,173
2,3,5,0,10,224
2,3,5,1,10,224
2,3,5,0,50,172
2,3,5,1,50,180
2,3,5,0,100,171
2,3,5,1,100,168
3,3,0,0,10,157
3,3,0,1,10,194
3,3,0,0,50,144
3,3,0,1,50,171
3,3,0,0,100,169
3,3,0,1,100,170
3,3,2,0,10,183
