1,3,0,0,100,337
1,3,0,1,100,753
1,3,2,0,100,471
1,3,2,1,100,2391
1,3,5,0,100,223
1,3,5,1,100,323
2,3,0,0,100,351
2,3,0,1,100,465
2,3,2,0,100,459
2,3,2,1,100,280
2,3,5,0,100,354
2,3,5,1,100,378
3,3,0,0,100,490
3,3,0,1,100,366
3,3,2,0,100,398
3,3,2,1,100,298
3,3,5,0,100,489
3,3,5,1,100,500
1,3,0,0,100,305
1,3,0,1,100,270
1,3,2,0,100,303
1,3,2,1,100,292
1,3,5,0,100,302
1,3,5,1,100,321
2,3,0,0,100,538
2,3,0,1,100,400
2,3,2,0,100,371
2,3,2,1,100,281
2,3,5,0,100,287
2,3,5,1,100,336
3,3,0,0,100,533
3,3,0,1,100,383
3,3,2,0,100,375
3,3,2,1,100,360
3,3,5,0,100,368
3,3,5,1,100,342
1,3,0,0,100,346
1,3,0,1,100,224
1,3,2,0,100,301
1,3,2,1,100,338
1,3,5,0,100,341
1,3,5,1,100,357
2,3,0,0,100,356
2,3,0,1,100,348
2,3,2,0,100,478
2,3,2,1,100,367
2,3,5,0,100,356
2,3,5,1,100,402
3,3,0,0,100,437
3,3,0,1,100,554
3,3,2,0,100,393
3,3,2,1,100,454
3,3,5,0,100,384
3,3,5,1,100,404
1,3,0,0,100,384
1,3,0,1,100,323
1,3,2,0,100,319
1,3,2,1,100,305
1,3,5,0,100,416
1,3,5,1,100,290
2,3,0,0,100,371
2,3,0,1,100,529
2,3,2,0,100,404
2,3,2,1,100,321
2,3,5,0,100,341
2,3,5,1,100,350
3,3,0,0,100,485
3,3,0,1,100,525
3,3,2,0,100,402
3,3,2,1,100,424
3,3,5,0,100,434
3,3,5,1,100,518
1,3,0,0,100,367
1,3,0,1,100,270
1,3,2,0,100,321
1,3,2,1,100,290
1,3,5,0,100,375
1,3,5,1,100,348
2,3,0,0,100,440
2,3,0,1,100,478
2,3,2,0,100,488
2,3,2,1,100,285
2,3,5,0,100,2425
2,3,5,1,100,362
3,3,0,0,100,559
3,3,0,1,100,596
3,3,2,0,100,394
3,3,2,1,100,464
3,3,5,0,100,364
3,3,5,1,100,376
1,3,0,0,500,78
1,3,0,1,500,91
1,3,2,0,500,70
1,3,2,1,500,98
1,3,5,0,500,489
1,3,5,1,500,467
2,3,0,0,500,75
2,3,0,1,500,101
2,3,2,0,500,81
2,3,2,1,500,479
2,3,5,0,500,65
2,3,5,1,500,110
3,3,0,0,500,122
3,3,0,1,500,117
3,3,2,0,500,131
3,3,2,1,500,85
3,3,5,0,500,87
3,3,5,1,500,88
1,3,0,0,500,58
1,3,0,1,500,57
1,3,2,0,500,68
1,3,2,1,500,74
1,3,5,0,500,91
1,3,5,1,500,72
2,3,0,0,500,90
2,3,0,1,500,98
2,3,2,0,500,83
2,3,2,1,500,93
2,3,5,0,500,458
2,3,5,1,500,65
3,3,0,0,500,103
3,3,0,1,500,98
